IBAN
FI37 8809 4590 0084 11
FI06 4738 6256 0009 91
FI88 4966 4142 0008 98
FI73 3620 4230 0091 65
FI57 4107 6735 0009 87
FI90 4978 1962 0000 61
FI80 4728 5387 0005 26
FI82 4747 4586 0005 25
FI29 4322 3843 0004 61
FI02 4374 0059 0008 51
FI29 4073 9682 0007 03
FI12 4743 2732 0004 35
FI83 3132 0830 0081 03
FI50 3439 1690 0085 55
FI33 1648 6090 0085 69
FI69 4215 2434 0001 53
FI15 4003 4480 0000 18
FI33 3124 0570 0080 73
FI75 3433 1730 0002 38
FI87 4767 0175 0009 88
FI36 4286 3169 0004 12
FI93 4284 3961 0006 04
FI33 3838 6920 0005 84
FI63 4786 3653 0001 88
FI59 4144 5680 0009 48
FI31 4106 0969 0000 46
FI66 4358 2083 0009 31
FI51 4144 7783 0006 68
FI34 4706 4510 0009 88
FI17 4233 0644 0008 13
FI84 4355 6569 0009 79
FI92 3845 5320 0061 01
FI28 4062 6917 0003 52
FI24 3443 4960 0033 75
FI55 4286 0672 0009 47
FI54 7136 4860 0051 92
FI13 4352 7385 0000 63
FI43 4951 6219 0003 93
FI27 4777 7974 0003 31
FI21 4217 0210 0001 48
FI03 4722 6339 0000 73
FI18 1791 1180 0063 62
FI79 3122 5410 0094 56
FI15 4082 9369 0000 41
FI75 4973 7954 0000 06
FI13 4052 3348 0000 87
FI13 4065 5657 0001 57
FI78 4741 5865 0000 17
FI43 4976 5950 0005 14
FI17 4217 8945 0008 61
FI31 6402 7120 0015 04
FI44 3353 1970 0070 63
FI33 4777 8853 0000 61
FI33 4122 4597 0005 01
FI75 3630 3170 0028 24
FI43 3462 3360 0083 45
FI09 7152 0110 0082 41
FI25 4238 6813 0002 16
FI60 4003 6716 0004 31
FI60 4328 2937 0009 85
FI08 4975 7497 0001 64
FI08 4768 6662 0007 45
FI79 3751 1170 0010 62
FI40 2370 3880 0091 64
FI17 8510 1540 0046 98
FI77 4797 5673 0006 32
FI64 3753 4040 0017 32
FI47 6833 8020 0006 11
FI49 4325 0425 0008 66
FI76 4757 8526 0009 48
FI13 4328 4165 0009 76
FI47 4723 4069 0004 79
FI22 5434 3961 0003 37
FI67 4124 9062 0003 89
FI79 3328 9580 0022 02
FI94 4705 6523 0007 99
FI73 4966 5091 0000 86
FI47 4378 6352 0000 72
FI89 4287 0343 0000 51
FI25 4086 3583 0000 08
FI94 4102 8648 0000 34
FI17 4354 9458 0004 73
FI15 4741 1665 0000 91
FI40 6783 7640 0004 49
FI03 4747 7368 0000 68
FI09 4068 1092 0004 38
FI88 1792 1410 0069 91
FI64 3986 2090 0072 69
FI59 4322 6154 0005 74
FI44 4376 0674 0007 55
FI03 4321 1425 0005 95
FI62 3459 3370 0043 88
FI51 4978 4356 0002 42
FI72 3678 5480 0034 37
FI41 7155 1510 0051 23
FI63 7997 0890 0012 58
FI92 4031 3078 0000 97
FI97 6445 5330 0068 66
FI60 4352 4381 0008 82
FI20 4214 4622 0001 11
FI46 4975 1378 0006 66
FI55 4746 1922 0007 23
FI59 4962 1695 0009 49
FI53 4037 7792 0000 06
FI12 4024 9243 0003 25
FI04 4755 8744 0000 45
FI88 4373 3159 0006 24
FI10 7135 1750 0087 17
FI13 4787 6517 0002 44
FI38 4351 2436 0000 07
FI53 4032 5811 0002 91
FI96 4756 7558 0003 89
FI61 8731 5050 0069 47
FI25 4068 0814 0004 78
FI18 4058 2881 0006 72
FI71 4055 9419 0006 55
FI53 4296 7546 0000 68
FI95 4084 6641 0001 85
FI29 4028 5686 0004 14
FI67 3939 1570 0065 83
FI84 3789 1430 0041 18
FI22 1231 2420 0087 86
FI33 3860 4860 0092 45
FI54 4065 8910 0002 46
FI90 4146 4133 0001 57
FI23 3614 0790 0040 08
FI74 3783 6850 0045 28
FI67 3925 7230 0084 85
FI20 7151 2120 0055 23
FI85 4083 4473 0001 68
FI39 3143 7520 0095 04
FI53 3112 6030 0016 28
FI48 3636 4350 0032 63
FI80 4705 9175 0002 57
FI62 4326 7741 0008 34
FI92 4211 1931 0004 21
FI56 4758 9869 0000 15
FI33 4747 5196 0007 48
FI20 5651 5858 0006 98
FI44 4768 6547 0000 01
FI52 4233 9925 0006 32
FI58 2126 9710 0009 32
FI16 4351 8659 0000 95
FI32 1493 3050 0081 49
FI63 4373 8611 0005 34
FI40 4972 4232 0000 08
FI51 4965 8230 0006 53
FI97 4973 5860 0006 64
FI23 4022 7669 0007 22
FI53 4231 9364 0001 45
FI06 4967 8265 0008 08
FI55 3816 2330 0049 16
FI27 3647 5190 0090 37
FI05 3826 0880 0091 68
FI09 4127 2532 0004 74
FI63 4063 1697 0007 39
FI07 7157 6650 0012 02
FI11 4298 2335 0003 85
FI72 3678 8350 0001 52
FI88 4376 6781 0002 65
FI57 4001 8199 0000 21
FI47 4961 5363 0008 27
FI18 4953 7828 0000 79
FI59 1616 6240 0003 81
FI74 4082 4854 0001 19
FI60 3785 2390 0050 16
FI83 4717 7328 0004 02
FI95 3138 9090 0047 63
FI48 3987 8990 0009 49
FI32 4795 2171 0006 46
FI59 7154 6990 0021 94
FI94 4708 2977 0006 55
FI18 4745 5726 0000 95
FI84 4966 9867 0005 28
FI40 4213 9376 0009 37
FI02 4775 8026 0000 57
FI70 4707 5570 0005 77
FI98 7155 9420 0030 54
FI71 5474 3654 0005 46
FI21 4967 6667 0002 28
FI18 4005 0965 0007 78
FI18 4755 7647 0007 97
FI65 4213 6178 0008 91
FI61 7153 8330 0070 58
FI59 4237 2914 0006 51
FI26 7993 5230 0072 57
FI95 4762 5570 0008 27
FI06 1896 7880 0044 45
FI27 7156 0740 0045 82
FI10 4326 1523 0006 82
FI86 1648 2070 0071 27
FI94 3876 7150 0080 01
FI51 4022 5949 0003 89
FI17 4951 0226 0004 88
FI80 4078 6651 0008 67
FI58 3847 2730 0019 52
FI82 4967 5060 0000 33
FI73 4143 2047 0003 81
FI75 5179 4570 0009 64
FI02 3451 9910 0003 88
FI43 4066 5748 0002 15
FI40 4745 0699 0004 04
FI28 4051 7599 0003 25
FI29 4297 6511 0005 57
FI16 4737 6489 0003 89
FI16 4973 3017 0009 92
FI15 3662 6840 0098 49
FI60 3977 6890 0024 39
FI90 1793 1790 0003 32
